season,year,crop_type,district,crop_yield,area,production,soil_ph,soil_nitrogen,soil_phosphorus,soil_potassium,organic_matter,irrigation_type,rainfall_mm,avg_temperature,fertilizer_npk,organic_fertilizer,pesticide_usage,seed_quality,mechanization,farmer_experience
Rabi,2014,wheat,Ramanagara,0.038696673886974356,2816.253113,6897.66,6.17,123.2,15.4,114.5,2.38,0,652.9,30.8,65.8,42.6,1,0,0,2
Zaid,2014,wheat,Ramanagara,0.09055018812169509,2665.973913,6911.3,7.21,130.9,23.7,183.8,0.93,1,200.0,36.0,71.6,10.1,0,0,0,4
Kharif,2014,wheat,Shivamogga,0.08593141169561112,2909.236639,8642.37,7.2,141.8,22.3,148.7,1.62,0,1080.0,23.8,110.2,31.0,0,0,0,8
Rabi,2014,wheat,Shivamogga,0.1171834420257462,2765.209404,7643.7,6.56,145.1,23.0,127.1,1.83,1,554.0,23.6,132.7,16.7,1,0,0,4
Zaid,2014,wheat,Shivamogga,0.03144768628164771,2913.451087,7781.42,7.95,134.2,11.3,151.5,2.38,0,200.0,35.0,61.1,0.0,1,0,0,6
Kharif,2014,wheat,Tumakuru,0.12521423614800176,3031.930738,9021.92,7.06,175.5,35.4,80.0,1.5,1,763.4,26.9,112.4,19.0,1,0,0,15
Rabi,2014,wheat,Tumakuru,0.11384980770242599,2820.984768,7766.91,7.05,174.8,31.0,109.2,1.55,1,200.0,28.8,123.5,34.7,1,0,0,10
Zaid,2014,wheat,Tumakuru,0.09570357113045554,2603.258696,7701.75,7.63,264.4,20.7,105.2,1.3,0,210.9,30.1,108.5,18.7,1,0,0,9
Kharif,2014,wheat,Udupi,0.17001305527887944,2551.403607,7339.77,7.4,165.7,33.2,134.5,1.69,0,586.4,25.7,106.3,52.2,1,0,0,1
Rabi,2014,wheat,Udupi,0.06668686900796406,2844.648344,7280.24,6.85,174.6,32.8,80.0,1.65,0,299.0,27.4,127.4,24.5,1,0,0,7
Zaid,2014,wheat,Udupi,0.061662735796885776,2807.378913,7630.57,8.03,147.9,23.3,137.7,1.04,0,255.6,34.5,106.7,24.1,0,0,0,3
Kharif,2014,wheat,Uttara Kannada,0.1760795451518394,2707.048607,6613.56,6.65,172.4,37.7,121.9,1.5,1,716.8,27.5,143.8,8.3,1,0,0,12
Rabi,2014,wheat,Uttara Kannada,0.05717859810598666,2658.983775,6209.12,7.07,207.9,14.3,138.2,1.57,1,329.2,15.0,107.1,32.1,1,0,0,2
Zaid,2014,wheat,Uttara Kannada,0.06513606465702725,2565.325,7013.05,6.53,174.5,21.1,124.8,1.95,0,200.0,36.3,84.3,8.3,0,0,0,4
Kharif,2014,wheat,Vijayapura,0.1332813530779126,2635.265738,7627.34,7.45,209.1,19.5,170.0,1.49,1,1078.7,24.0,114.4,7.9,0,0,0,7
Rabi,2014,wheat,Vijayapura,0.08553465906412057,2708.307947,6226.66,6.85,149.7,33.0,101.9,1.68,0,300.3,17.9,97.0,31.5,0,0,0,13
Zaid,2014,wheat,Vijayapura,0.06563126006211452,2782.912717,7228.08,7.45,117.2,27.1,163.1,1.97,0,282.1,29.7,96.6,5.8,1,0,0,1
Kharif,2014,wheat,Yadgir,0.1184688990963164,2854.630902,7205.75,7.79,139.6,31.3,146.1,1.63,0,711.7,29.4,90.5,12.9,0,0,0,8
Rabi,2014,wheat,Yadgir,0.039756472514652065,2696.506225,7141.91,6.1,209.7,11.8,95.9,1.32,0,442.3,24.3,134.8,19.9,1,0,0,5
Zaid,2014,wheat,Yadgir,0.10483385092952065,2719.300217,6794.1,6.33,132.0,22.7,184.9,1.84,1,486.9,32.0,78.7,3.7,0,0,0,2
Kharif,2014,wheat,Vijayanagara,0.11790383684453268,2784.588033,8169.97,6.87,220.1,20.7,150.7,1.4,1,1138.4,24.4,109.0,26.6,1,0,0,1
Rabi,2014,wheat,Vijayanagara,0.13330405039545223,2639.90351,6609.96,6.92,216.1,17.7,148.1,2.12,0,440.9,18.3,156.7,29.9,0,0,0,11
Zaid,2014,wheat,Vijayanagara,0.049928386151830526,2807.24913,7905.66,6.94,172.5,16.2,122.3,1.47,0,359.0,32.6,135.7,13.8,0,0,0,2
Kharif,2015,Millet,Bagalkot,0.4285893811880053,2719.388033,8640.1,6.0,145.0,30.9,87.3,1.05,1,482.8,26.5,143.2,3.2,1,0,0,16
Rabi,2015,Millet,Bagalkot,0.15438792573851828,2572.892053,6136.04,6.57,158.3,16.6,106.9,1.34,1,455.2,20.5,61.1,14.7,0,0,0,5
Zaid,2015,Millet,Bagalkot,0.09034384986287913,2794.950326,7914.41,6.97,102.7,23.2,86.9,1.88,1,200.0,30.9,62.0,0.0,1,0,0,5
Kharif,2015,Millet,Ballari,0.1308246987079028,2859.88959,7365.92,6.39,152.0,17.2,122.6,1.34,0,1292.1,30.5,130.1,0.3,0,0,0,10
Rabi,2015,Millet,Ballari,0.06794707635994587,2867.165364,7197.11,6.27,100.0,10.0,143.8,1.45,0,452.7,22.5,64.2,52.6,0,0,0,3
Zaid,2015,Millet,Ballari,0.25444052389462285,2725.521087,6910.08,5.73,172.5,26.8,106.9,1.56,1,341.1,29.7,116.2,31.3,0,0,0,9
Kharif,2015,Millet,Belagavi,0.06413378976329978,2815.410082,8521.02,7.0,159.3,10.0,80.0,1.63,0,1049.0,27.3,102.1,24.0,1,0,0,2
Rabi,2015,Millet,Belagavi,0.21181138203149003,2590.617285,7157.95,6.22,100.0,24.8,158.2,1.15,1,277.8,25.8,160.1,18.5,1,0,0,5
Zaid,2015,Millet,Belagavi,0.0866431420657138,2416.19587,6035.67,7.09,172.1,10.0,127.3,1.37,1,277.6,33.3,78.1,35.9,1,0,0,13
Kharif,2015,Millet,Bengaluru Rural,0.11749573781042322,3016.009508,8679.44,6.36,174.8,24.2,80.0,1.9,0,897.8,32.9,116.4,40.9,0,0,0,1
Rabi,2015,Millet,Bengaluru Rural,0.08472025502817397,2663.360265,7559.95,6.15,159.8,10.0,82.8,1.48,1,477.6,20.6,72.8,2.3,0,0,0,3
Zaid,2015,Millet,Bengaluru Rural,0.10904987753602866,2777.843261,7203.77,5.88,187.7,20.2,80.0,1.39,1,315.1,36.1,99.8,42.5,0,0,0,1
Kharif,2015,Millet,Bengaluru Urban,0.0810525466274421,2750.38418,7854.53,6.52,100.0,16.2,86.7,1.75,1,1174.7,28.1,115.3,16.7,0,0,0,5
Rabi,2015,Millet,Bengaluru Urban,0.15076101840904027,2905.541656,8362.09,7.0,133.0,18.0,134.0,1.71,0,641.0,15.0,167.8,16.7,0,0,0,9
Zaid,2015,Millet,Bengaluru Urban,0.08078986231503173,2748.793804,7135.57,7.21,100.0,15.9,145.3,1.66,0,233.9,31.2,101.9,29.8,0,0,0,8
Kharif,2015,Millet,Bidar,0.0882427782310228,3034.227459,7854.37,6.0,133.3,23.0,80.0,1.54,0,840.9,32.0,157.2,21.0,0,0,0,10
Rabi,2015,Millet,Bidar,0.08879090533756183,2666.376026,8298.27,6.8,168.7,10.0,93.6,1.77,1,351.3,21.8,65.6,0.0,0,0,0,7
Zaid,2015,Millet,Bidar,0.16345473456846005,2953.41913,7042.2,6.14,186.2,18.6,124.3,1.74,1,235.7,32.0,87.5,17.9,0,0,0,9
Kharif,2015,Millet,Chamarajanagar,0.10993087400184164,2517.14041,7305.62,6.85,100.0,13.3,157.1,1.54,1,1242.0,29.6,121.1,4.9,0,0,0,7
Rabi,2015,Millet,Chamarajanagar,0.1430063523819731,2610.215166,6872.18,6.75,131.6,20.4,137.1,1.76,0,371.1,19.5,92.3,0.0,0,0,0,1
Zaid,2015,Millet,Chamarajanagar,0.10492801888767506,2557.020978,6365.79,7.31,169.7,13.4,125.4,1.28,0,329.8,36.4,119.1,29.2,0,0,0,10
Kharif,2015,Millet,Chikkaballapur,0.07024348550887914,2812.648689,8125.81,6.78,105.4,15.7,91.8,1.32,0,801.3,25.0,116.0,37.8,0,0,0,5
Rabi,2015,Millet,Chikkaballapur,0.12693578926148244,2778.933377,7638.05,6.66,134.9,13.7,108.3,1.74,1,433.9,22.1,143.0,27.1,0,0,0,8
Zaid,2015,Millet,Chikkaballapur,0.15491585114019918,2627.081957,6967.37,5.36,127.6,32.6,119.9,1.85,0,200.0,37.4,150.5,24.5,0,0,0,9
Kharif,2015,Millet,Chikkamagaluru,0.16869497619736007,2690.525902,8373.97,6.62,106.6,18.3,137.3,1.77,0,838.4,26.7,157.4,14.9,1,0,0,10
Rabi,2015,Millet,Chikkamagaluru,0.10776458981994612,2743.277086,6884.07,6.27,100.0,17.5,93.5,1.84,1,521.0,17.6,116.6,0.0,0,0,0,10
Zaid,2015,Millet,Chikkamagaluru,0.06299885198150824,2561.6775,7301.16,6.38,106.4,11.7,108.5,2.09,0,406.1,33.8,131.0,7.4,0,0,0,1
Kharif,2015,Millet,Chitradurga,0.12533362210155308,2593.577295,8226.02,6.84,111.2,23.6,90.2,1.46,0,576.3,34.4,112.7,13.7,1,0,0,1
Rabi,2015,Millet,Chitradurga,0.07222433607615139,2758.974834,7248.31,6.19,100.0,10.0,132.4,1.05,0,439.4,17.9,127.6,26.7,0,0,0,10
Zaid,2015,Millet,Chitradurga,0.0761623681048266,2759.1425,7940.8,6.99,100.0,10.0,112.0,1.15,1,325.3,27.7,102.6,37.7,1,0,0,11
Kharif,2015,Millet,Dakshina Kannada,0.1145978056909293,2712.831148,7397.06,6.49,103.1,21.9,108.4,1.82,1,861.4,30.2,81.9,43.7,1,0,0,5
Rabi,2015,Millet,Dakshina Kannada,0.18004473437379012,2950.131788,7237.4,6.99,141.4,25.9,101.5,2.17,0,512.2,17.6,57.6,20.2,1,0,0,3
Zaid,2015,Millet,Dakshina Kannada,0.054242799726614735,2809.586739,7829.85,6.54,187.2,10.0,83.5,1.48,0,200.0,31.6,53.3,44.2,1,0,0,2
Kharif,2015,Millet,Davanagere,0.0602950317969343,2545.321721,6501.82,6.54,103.6,15.1,80.0,2.18,1,843.9,25.0,145.5,22.5,1,0,0,5
Rabi,2015,Millet,Davanagere,0.19417761634673894,2828.653642,7747.19,7.37,101.1,27.7,142.8,1.75,0,438.0,20.1,87.8,41.6,0,0,0,5
Zaid,2015,Millet,Davanagere,0.07549747669592813,2461.664783,6219.77,6.26,100.0,12.7,133.7,1.19,1,321.5,32.9,88.5,39.8,1,0,0,15
Kharif,2015,Millet,Dharwad,0.10332203522943617,2727.912623,7140.55,6.8,100.0,10.0,173.6,1.6,1,839.3,27.1,99.7,56.2,0,0,0,9
Rabi,2015,Millet,Dharwad,0.1658769358630994,2826.793907,7421.68,6.96,100.0,25.9,124.3,1.55,1,326.9,24.0,139.4,18.9,0,0,0,9
Zaid,2015,Millet,Dharwad,0.08633725831606025,2730.417609,7178.83,6.28,100.0,18.7,109.4,1.64,0,402.4,34.0,93.5,22.4,0,0,0,1
Kharif,2015,Millet,Gadag,0.0762848649426036,2502.998197,6556.03,6.42,100.0,18.1,108.8,1.3,0,704.4,22.7,116.6,41.7,0,0,0,11
Rabi,2015,Millet,Gadag,0.08504384235647866,2895.630861,7511.1,7.06,171.4,20.7,80.0,1.53,0,285.0,15.0,108.7,31.6,1,0,0,1
Zaid,2015,Millet,Gadag,0.07647097555921697,2604.574022,7230.94,5.51,100.0,19.8,81.8,2.02,0,443.5,33.3,157.6,24.8,1,0,0,3
Kharif,2015,Millet,Hassan,0.06409160970219875,2760.505574,6881.86,6.75,100.0,19.9,93.2,1.81,0,816.2,29.8,102.4,26.9,0,0,0,1
Rabi,2015,Millet,Hassan,0.11050393074736922,2758.881722,6937.56,6.21,115.1,23.3,80.0,1.6,0,615.1,30.2,53.5,40.3,1,0,0,11
Zaid,2015,Millet,Hassan,0.04957265929322229,2598.395978,7638.66,5.93,103.7,15.2,80.0,1.95,0,313.6,33.2,159.2,39.6,0,0,0,6
Kharif,2015,Millet,Haveri,0.2058910407035396,2838.109344,8536.0,6.75,149.3,24.7,80.0,1.19,1,559.7,29.9,99.8,33.2,0,0,0,1
Rabi,2015,Millet,Haveri,0.1262472429307515,2736.938013,7517.63,6.95,100.0,17.7,182.9,1.45,0,364.5,21.6,73.7,19.9,1,0,0,1
Zaid,2015,Millet,Haveri,0.07415871046225764,2644.708043,7206.17,5.88,165.6,10.1,113.4,2.09,0,313.7,33.2,128.1,13.3,0,0,0,13
Kharif,2015,Millet,Kalaburagi,0.1585604371996067,2650.057295,8230.43,7.28,100.0,23.8,126.5,1.78,0,731.0,25.2,91.8,33.4,0,0,0,16
Rabi,2015,Millet,Kalaburagi,0.1265806271500393,2774.337285,7181.94,6.33,101.1,29.9,80.0,1.72,1,671.1,28.0,134.4,8.0,0,0,0,1
Zaid,2015,Millet,Kalaburagi,0.0726348877723752,2798.574783,6794.29,6.09,115.8,10.0,106.1,1.62,1,399.5,30.1,70.5,5.0,1,0,0,14
Kharif,2015,Millet,Kodagu,0.14157670658139207,2664.81418,6970.83,6.21,100.0,31.7,118.1,1.95,0,938.8,28.5,126.0,48.7,0,0,0,1
Rabi,2015,Millet,Kodagu,0.1314120073284757,2697.315563,6735.56,5.0,159.0,17.1,93.4,1.88,1,393.5,23.6,74.1,40.6,1,0,0,10
Zaid,2015,Millet,Kodagu,0.07636478573325543,2880.976957,8791.61,7.33,131.7,16.2,80.0,1.58,1,200.0,30.8,177.3,9.0,0,0,0,4
Kharif,2015,Millet,Kolar,0.1259021747721654,2789.989672,7981.41,6.87,100.0,34.0,124.5,1.24,0,717.8,31.6,89.2,16.1,1,0,0,1
Rabi,2015,Millet,Kolar,0.18026530252928125,2705.214702,7328.75,6.12,110.5,22.2,115.9,1.67,1,433.8,15.0,93.4,1.7,1,0,0,16
Zaid,2015,Millet,Kolar,0.16649267697954778,2562.770109,6734.72,6.76,103.9,36.0,119.0,1.39,0,359.6,31.6,74.7,11.3,1,0,0,15
Kharif,2015,Millet,Koppal,0.1702282008521048,2837.51582,8088.89,6.73,127.9,13.8,168.6,1.18,1,855.5,27.0,87.2,41.1,0,0,0,2
Rabi,2015,Millet,Koppal,0.09736616450771175,2654.283113,7075.78,5.69,141.5,10.4,150.0,1.49,0,390.5,22.2,155.4,4.3,0,0,0,7
Zaid,2015,Millet,Koppal,0.056620154924667314,2729.263152,7099.11,5.97,124.8,10.0,111.5,1.97,1,200.0,32.8,52.0,32.2,1,0,0,9
Kharif,2015,Millet,Mysuru,0.09138596270535393,2843.364672,7735.41,7.19,153.2,10.3,137.8,1.57,0,975.7,28.9,180.3,37.7,0,0,0,5
Rabi,2015,Millet,Mysuru,0.07241426313721709,2783.740199,7342.16,6.22,100.0,10.3,134.5,1.66,0,418.1,20.0,126.7,0.5,0,0,0,10
Zaid,2015,Millet,Mysuru,0.10932239417694652,2606.152174,7289.25,6.76,146.1,24.4,80.0,1.47,1,261.5,32.9,100.4,28.1,0,0,0,1
Kharif,2015,Millet,Raichur,0.10048482224023304,2719.682623,7613.85,6.09,100.0,16.5,106.4,1.7,1,616.2,23.0,131.5,28.0,0,0,0,7
Rabi,2015,Millet,Raichur,0.15604891379661465,2780.287748,7501.67,5.98,152.8,14.3,142.7,1.81,1,246.7,26.6,76.2,42.5,0,0,0,1
Zaid,2015,Millet,Raichur,0.34572124489098427,2479.83087,5976.97,6.37,149.8,38.1,170.6,1.44,0,388.7,33.7,104.8,15.2,0,0,0,12
Kharif,2015,Millet,Ramanagara,0.08811875040158353,2879.007295,8252.13,6.62,101.2,22.6,80.0,1.83,0,760.3,25.7,133.1,10.8,0,0,0,4
Rabi,2015,Millet,Ramanagara,0.13913490548817836,2571.699868,6960.48,7.37,117.9,32.5,102.3,1.62,0,301.2,28.7,100.2,21.6,0,0,0,1
Zaid,2015,Millet,Ramanagara,0.06371271994351711,2773.041413,7521.44,6.91,100.0,11.6,122.2,1.21,0,368.1,31.1,146.2,13.1,1,0,0,6
Kharif,2015,Millet,Shivamogga,0.07646153443521127,2612.327787,7563.52,6.47,111.5,10.0,141.2,1.08,1,1057.5,35.2,76.4,35.5,1,0,0,16
Rabi,2015,Millet,Shivamogga,0.11856527831793061,2976.724636,8418.91,7.42,109.5,21.7,121.4,1.75,0,328.2,15.9,111.6,28.8,0,0,0,16
Zaid,2015,Millet,Shivamogga,0.09954298503779434,2587.428261,7367.14,6.46,100.0,16.6,124.6,1.8,0,319.4,29.9,50.0,33.6,0,0,0,7
Kharif,2015,Millet,Tumakuru,0.053736426613137364,2819.27123,8311.35,6.44,106.1,10.0,130.1,1.26,0,939.8,30.6,137.0,9.9,1,0,0,1
Rabi,2015,Millet,Tumakuru,0.14992066504698703,2647.654437,7538.38,6.89,128.4,10.0,177.1,1.53,0,494.1,15.7,139.8,33.4,1,0,0,10
Zaid,2015,Millet,Tumakuru,0.10093712758754496,2510.492717,6910.18,5.95,149.9,10.0,117.2,1.94,0,348.9,27.3,124.0,6.9,0,0,0,6
Kharif,2015,Millet,Udupi,0.16548665962390582,2875.79123,7417.32,7.39,100.0,26.3,153.0,0.85,0,1155.1,26.7,108.4,46.0,0,0,0,2
Rabi,2015,Millet,Udupi,0.09518540769604691,2707.866358,7329.62,6.21,152.0,15.1,107.4,1.13,0,345.2,20.4,106.3,20.2,0,0,0,3
Zaid,2015,Millet,Udupi,0.12065072827620485,2511.073261,6734.11,6.6,127.7,14.2,142.2,1.66,0,313.6,29.9,133.4,25.4,0,0,0,11
Kharif,2015,Millet,Uttara Kannada,0.1390210223477912,2896.187131,8157.75,6.5,156.8,17.4,96.3,1.67,1,984.7,29.6,109.3,24.5,0,0,0,7
Rabi,2015,Millet,Uttara Kannada,0.04434288938503836,2441.434503,5284.85,5.85,111.7,10.4,92.1,1.51,0,538.1,19.4,143.2,17.9,0,0,0,5
Zaid,2015,Millet,Uttara Kannada,0.07076790299169411,2749.573587,7835.18,5.15,130.4,10.0,127.5,1.62,0,354.1,34.5,128.7,45.6,1,0,0,10
Kharif,2015,Millet,Vijayapura,0.03603014781240301,2640.43082,7746.2,6.77,101.8,10.0,80.0,1.21,0,1252.8,28.7,94.3,15.9,0,0,0,1
Rabi,2015,Millet,Vijayapura,0.10334946979559831,2900.40106,7289.68,5.93,120.7,18.3,82.6,1.54,0,509.9,20.7,90.5,42.3,0,0,0,13
Zaid,2015,Millet,Vijayapura,0.06808619248214456,2544.660652,5630.53,6.58,140.4,10.0,142.4,1.82,0,372.3,32.0,110.4,0.3,1,0,0,2
Kharif,2015,Millet,Yadgir,0.1657964665833408,2731.377787,7272.2,6.75,118.3,21.6,166.1,1.27,0,1034.3,31.2,141.8,29.4,0,0,0,10
Rabi,2015,Millet,Yadgir,0.05410833404364858,2604.192848,6906.02,6.05,168.5,10.6,83.2,1.97,1,237.6,16.2,138.3,27.8,0,0,0,2
Zaid,2015,Millet,Yadgir,0.082407013328307,3140.9925,7420.14,6.47,102.9,10.0,150.5,1.81,1,259.2,26.1,66.3,17.5,1,0,0,13
Kharif,2015,Millet,Vijayanagara,0.1734086146211899,2696.677541,8767.71,5.9,189.1,12.7,126.2,1.45,1,970.3,29.4,117.3,19.1,1,0,0,6
Rabi,2015,Millet,Vijayanagara,0.2406377684517064,2824.200728,7683.8,6.68,119.1,18.7,152.0,1.86,1,541.7,29.8,126.4,0.0,0,0,0,4
Zaid,2015,Millet,Vijayanagara,0.062148267193676845,2699.958043,7219.45,7.22,120.3,10.0,131.4,1.72,0,324.9,35.2,164.7,31.3,0,0,0,12
Kharif,2015,Groundnut,Bagalkot,0.09094663543820791,2854.874754,7778.86,6.4,100.0,30.4,110.8,0.9,0,847.4,32.0,122.4,9.8,1,0,0,1
Rabi,2015,Groundnut,Bagalkot,0.07288484977912138,2536.988278,7357.15,5.58,100.0,20.5,141.2,1.72,0,355.7,17.1,111.4,0.0,0,0,0,6
Zaid,2015,Groundnut,Bagalkot,0.1138536871261816,3006.445761,8269.83,5.97,120.5,36.2,114.0,1.32,0,266.7,30.3,113.6,39.6,0,0,0,1
Kharif,2015,Groundnut,Ballari,0.034330993462650915,2874.839016,7170.91,6.18,100.0,11.3,103.5,1.5,0,1107.0,26.2,158.0,8.9,1,0,0,1
Rabi,2015,Groundnut,Ballari,0.1304309173843368,2681.237616,7147.55,6.9,100.0,31.9,173.9,1.56,0,372.9,15.2,96.8,29.0,0,0,0,4
Zaid,2015,Groundnut,Ballari,0.0651097322398757,2589.375109,6962.26,6.79,100.0,27.5,80.0,1.78,1,255.4,29.0,94.4,39.1,0,0,0,1
Kharif,2015,Groundnut,Belagavi,0.21277794266896713,2815.384508,7891.05,6.41,162.2,29.2,110.9,1.48,1,954.1,27.6,90.3,13.7,1,0,0,8
Rabi,2015,Groundnut,Belagavi,0.08615535136812996,2691.79298,5990.58,6.59,106.2,22.2,110.5,1.63,0,417.5,25.8,118.1,13.3,0,0,0,8
Zaid,2015,Groundnut,Belagavi,0.05368789280745001,2610.892826,7064.21,6.52,100.0,24.1,80.0,1.61,0,200.0,34.6,114.5,15.8,0,0,0,12
Kharif,2015,Groundnut,Bengaluru Rural,0.17053022223494677,2763.847131,8111.21,6.2,104.3,19.3,188.8,1.27,1,817.5,24.2,89.1,15.8,0,0,0,2
Rabi,2015,Groundnut,Bengaluru Rural,0.13034406455253136,2530.778543,6500.74,5.9,170.1,24.4,133.4,2.05,0,385.0,20.1,81.3,49.7,0,0,0,7
Zaid,2015,Groundnut,Bengaluru Rural,0.13926255486805794,2601.760761,7427.76,6.64,107.4,32.7,136.6,1.44,0,262.8,32.2,74.8,0.0,1,0,0,10
Kharif,2015,Groundnut,Bengaluru Urban,0.12310902388624459,2586.836803,6796.6,6.84,129.1,16.2,137.6,1.43,1,816.1,24.5,88.5,2.7,0,0,0,4
Rabi,2015,Groundnut,Bengaluru Urban,0.2568419042241629,2955.124238,8247.73,7.12,210.8,35.7,117.3,1.68,1,441.4,18.1,98.6,27.9,0,0,0,5
Zaid,2015,Groundnut,Bengaluru Urban,0.14268119451705644,2945.46,7926.54,7.05,191.4,22.5,114.0,1.49,1,200.0,35.7,60.7,0.0,0,0,0,8
Kharif,2015,Groundnut,Bidar,0.12106192947915824,2824.680902,8560.74,6.5,114.2,22.5,111.0,2.04,1,1122.1,28.6,100.4,7.7,1,0,0,10
Rabi,2015,Groundnut,Bidar,0.19656298646704357,2840.599007,7723.69,6.85,153.7,26.3,120.8,2.07,0,538.5,23.2,122.6,29.6,1,0,0,6
Zaid,2015,Groundnut,Bidar,0.18009906865127018,2852.161304,7555.0,6.49,125.4,27.2,174.6,1.39,1,377.6,35.2,118.5,36.2,0,0,0,8
Kharif,2015,Groundnut,Chamarajanagar,0.08456551210936096,2795.032295,7874.09,6.36,100.9,23.1,126.2,1.28,1,1315.9,31.7,79.7,31.0,0,0,0,3
Rabi,2015,Groundnut,Chamarajanagar,0.05997481973662181,2884.697748,6866.9,6.92,100.0,31.3,80.0,1.28,0,397.2,20.8,91.7,8.5,0,0,0,12
Zaid,2015,Groundnut,Chamarajanagar,0.17894597748899815,2471.283804,7399.12,6.06,120.3,27.1,161.7,1.56,1,276.2,34.8,117.8,36.8,0,0,0,12
Kharif,2015,Groundnut,Chikkaballapur,0.05288241583524005,2544.412213,6712.38,5.39,124.9,10.0,133.2,1.5,1,972.2,29.0,137.9,26.6,0,0,0,13
Rabi,2015,Groundnut,Chikkaballapur,0.11436568439213282,2738.311921,6818.52,5.93,138.7,23.5,138.6,1.62,1,370.1,15.0,87.0,40.7,1,0,0,5
Zaid,2015,Groundnut,Chikkaballapur,0.06684407282655655,2809.601087,8122.06,6.8,101.9,14.3,117.0,1.55,0,200.0,26.5,74.2,45.4,0,0,0,9
Kharif,2015,Groundnut,Chikkamagaluru,0.100496488924709,2835.124918,7933.97,6.3,100.0,32.4,111.6,1.82,1,998.4,30.7,50.0,25.7,1,0,0,2
Rabi,2015,Groundnut,Chikkamagaluru,0.1046053900807294,2812.992781,7283.67,6.83,175.1,31.3,86.5,1.27,0,318.7,17.5,101.0,53.2,1,0,0,2
Zaid,2015,Groundnut,Chikkamagaluru,0.0533437105613607,2714.68587,7233.97,6.41,100.0,18.0,115.1,2.0,0,358.9,33.1,140.6,26.7,0,0,0,7
Kharif,2015,Groundnut,Chitradurga,0.10956595469554156,2632.108525,7057.79,5.84,100.0,25.1,111.7,1.74,0,663.6,31.0,146.0,18.4,0,0,0,6
Rabi,2015,Groundnut,Chitradurga,0.13451929925161613,2551.311921,6525.91,6.6,100.0,39.5,113.4,1.69,1,212.5,15.8,98.5,20.8,0,0,0,10
Zaid,2015,Groundnut,Chitradurga,0.1240352253561268,2863.240217,7408.1,7.06,114.8,26.8,127.1,1.35,1,200.0,28.6,148.6,34.0,1,0,0,6
Kharif,2015,Groundnut,Dakshina Kannada,0.1692345493475754,2483.834918,6409.47,6.6,100.0,35.8,116.4,1.41,1,714.0,29.8,130.3,26.0,0,0,0,1
Rabi,2015,Groundnut,Dakshina Kannada,0.041950504306098264,2748.093179,7332.24,7.61,100.0,10.0,170.8,1.96,0,391.6,19.3,114.9,31.9,1,0,0,15
Zaid,2015,Groundnut,Dakshina Kannada,0.14177995338427582,2821.840217,7564.19,6.66,100.0,35.6,137.3,1.97,1,296.4,32.7,94.1,26.5,1,0,0,6
Kharif,2015,Groundnut,Davanagere,0.11371959804352887,2739.710492,6768.69,6.33,104.9,34.9,80.0,1.39,1,556.1,18.6,117.2,14.6,1,0,0,7
Rabi,2015,Groundnut,Davanagere,0.1222677470811217,2650.800331,6531.84,6.58,100.0,28.3,134.3,1.69,0,326.5,27.6,96.2,9.1,1,0,0,10
Zaid,2015,Groundnut,Davanagere,0.07951633429902766,2596.683696,6748.21,6.43,100.0,25.5,140.1,2.24,0,229.8,32.0,118.5,37.3,1,0,0,1
Kharif,2015,Groundnut,Dharwad,0.11068497700761602,2611.585574,6960.77,6.24,100.0,40.8,80.0,2.27,0,949.8,24.3,61.9,7.3,0,0,0,16
Rabi,2015,Groundnut,Dharwad,0.07392312670782661,2674.843046,7165.31,6.97,100.0,28.9,84.3,2.07,0,338.9,23.8,131.1,0.0,1,0,0,7
Zaid,2015,Groundnut,Dharwad,0.047454295398448657,2782.037174,7922.05,6.1,100.0,18.9,92.6,1.54,1,225.2,31.6,79.1,33.9,1,0,0,1
Kharif,2015,Groundnut,Gadag,0.17822453313553308,2812.514262,8310.05,6.85,131.4,46.0,87.2,0.93,1,1012.5,30.6,81.8,54.5,0,0,0,14
Rabi,2015,Groundnut,Gadag,0.18731905283097225,2962.162318,7394.61,6.26,100.0,33.1,166.5,1.68,0,505.6,24.1,143.9,23.7,1,0,0,1
Zaid,2015,Groundnut,Gadag,0.02719341749779199,2747.276304,7111.2,6.74,100.0,13.8,80.0,2.31,0,218.4,31.2,70.9,14.2,1,0,0,7
Kharif,2015,Groundnut,Hassan,0.18150404763056913,2703.266721,6970.26,7.75,155.6,16.1,153.8,1.25,1,741.5,26.8,109.0,13.9,0,0,0,5
Rabi,2015,Groundnut,Hassan,0.10531260501657101,2692.718079,7251.43,6.19,106.1,27.3,126.7,1.87,1,317.9,20.2,110.2,15.2,0,0,0,6
Zaid,2015,Groundnut,Hassan,0.06538153169131238,2988.289674,7525.11,6.17,100.0,28.3,80.0,1.09,1,255.6,32.4,50.0,18.2,1,0,0,12
Kharif,2015,Groundnut,Haveri,0.024765291942875897,2672.519918,7424.87,5.73,100.0,10.4,95.0,1.93,0,1040.7,29.1,80.4,29.6,0,0,0,1
Rabi,2015,Groundnut,Haveri,0.11304952155889823,2640.716159,7321.96,7.04,100.0,25.1,118.2,1.13,0,499.8,27.2,100.1,19.2,0,0,0,1
Zaid,2015,Groundnut,Haveri,0.10347424124114861,2655.77913,6956.74,5.85,153.1,24.0,101.8,2.13,0,200.0,29.5,141.6,34.5,1,0,0,14
